"user_text","intention_score","age","gender_male","gender_female","gender_non_binary"
"i’m drowning in debt and hopelessness","10","28","1","0","0"
"i’m so lost, what’s the point of this job?","9","34","1","0","0"
"i’m dying to see that movie bruh","0","35","1","0","0"
"my boss is killing me with work","2","21","1","0","0"
"i’m drowning in debt and hopelessness","10","27","0","0","1"
"i’m dying to see that movie vibes","2","29","0","1","0"
"my boss is killing me with work","2","22","0","1","0"
"i’m dying to see that movie vibes","0","21","0","1","0"
"i’m so lost, what’s the point of this job?","10","23","1","0","0"
"my student loans are the death of me","1","31","1","0","0"
"my student loans are the death of me","2","25","1","0","0"
"my student loans are the death of me","1","33","0","1","0"
"nobody cares, i could just vanish","8","32","0","1","0"
"nobody cares, i could just vanish","10","30","1","0","0"
"i’m dying to see that movie bruh","0","35","0","1","0"
"i’m drowning in debt and hopelessness","8","32","1","0","0"
"my boss is killing me with work","1","21","0","1","0"
"my student loans are the death of me","0","24","0","1","0"
"i’m dead tired after that shift","0","23","1","0","0"
"i’m dying to see that movie lit","1","33","0","0","1"
"i’m dead tired after that shift","2","25","0","1","0"
"i’m so lost, what’s the point of this job?","10","32","0","0","1"
"i’m dying to see that movie ","1","22","0","1","0"
"i’m dying to see that movie bruh","0","31","0","1","0"
"i’m so lost, what’s the point of this job?","10","23","0","0","1"
"i’m dead tired after that shift","0","22","1","0","0"
"i’m dead tired after that shift","0","32","0","1","0"
"i’m so lost, what’s the point of this job?","8","31","0","1","0"
"i’m dying to see that movie lit","1","21","0","0","1"
"nobody cares, i could just vanish","10","34","0","0","1"
"i’m dying to see that movie vibes","1","35","0","1","0"
"i’m dead tired after that shift","1","34","0","0","1"
"i’m drowning in debt and hopelessness","9","22","0","0","1"
"i feel trapped in this life","8","34","0","1","0"
"my student loans are the death of me","0","35","1","0","0"
"i’m dying to see that movie ","0","34","1","0","0"
"i’m so lost, what’s the point of this job?","8","34","0","0","1"
"i’m dying to see that movie lit","0","25","1","0","0"
"i feel trapped in this life","8","20","0","1","0"
"nobody cares, i could just vanish","8","27","1","0","0"
"i’m dying to see that movie ","1","21","1","0","0"
"nobody cares, i could just vanish","8","28","1","0","0"
"my boss is killing me with work","1","30","1","0","0"
"my student loans are the death of me","1","20","0","1","0"
"i’m dead tired after that shift","2","25","1","0","0"
"nobody cares, i could just vanish","10","22","1","0","0"
"i feel trapped in this life","10","34","0","1","0"
"i’m dying to see that movie lit","0","22","0","1","0"
"my student loans are the death of me","2","24","0","1","0"
"i’m dying to see that movie vibes","1","27","0","0","1"
"my boss is killing me with work","1","35","1","0","0"
"i’m dead tired after that shift","1","25","1","0","0"
"i’m so lost, what’s the point of this job?","9","28","0","0","1"
"my student loans are the death of me","0","34","0","1","0"
"my boss is killing me with work","1","29","0","1","0"
"i feel trapped in this life","10","27","1","0","0"
"nobody cares, i could just vanish","9","32","0","0","1"
"my student loans are the death of me","2","35","0","1","0"
"my student loans are the death of me","2","29","0","0","1"
"i feel trapped in this life","8","32","0","1","0"
"my student loans are the death of me","2","21","0","1","0"
"my student loans are the death of me","0","23","1","0","0"
"i’m dying to see that movie ","1","24","0","1","0"
"i’m so lost, what’s the point of this job?","9","34","0","0","1"
"i’m drowning in debt and hopelessness","10","34","1","0","0"
"i’m drowning in debt and hopelessness","10","24","0","1","0"
"my student loans are the death of me","0","31","0","0","1"
"i feel trapped in this life","8","29","0","0","1"
"my student loans are the death of me","2","28","0","1","0"
"i’m dying to see that movie bruh","1","20","1","0","0"
"i’m dying to see that movie vibes","1","33","0","1","0"
"i feel trapped in this life","10","21","0","1","0"
"my boss is killing me with work","1","23","0","0","1"
"i’m drowning in debt and hopelessness","8","24","0","0","1"
"i feel trapped in this life","9","20","1","0","0"
"my boss is killing me with work","2","33","1","0","0"
"i’m dying to see that movie lit","2","31","0","1","0"
"i’m dying to see that movie ","1","20","0","0","1"
"my student loans are the death of me","2","34","0","1","0"
"my student loans are the death of me","1","31","0","0","1"
"i’m dead tired after that shift","0","23","0","0","1"
"i’m dead tired after that shift","0","35","0","0","1"
"i’m dying to see that movie lit","0","33","1","0","0"
"my boss is killing me with work","2","30","1","0","0"
"i’m dying to see that movie bruh","0","31","0","1","0"
"i feel trapped in this life","9","32","0","1","0"
"i’m so lost, what’s the point of this job?","10","26","0","1","0"
"i’m dying to see that movie bruh","2","29","0","0","1"
"i’m dying to see that movie bruh","0","20","0","1","0"
"i’m dying to see that movie ","0","24","1","0","0"
"i’m so lost, what’s the point of this job?","10","33","1","0","0"
"my boss is killing me with work","2","27","1","0","0"
"i’m drowning in debt and hopelessness","9","29","0","1","0"
"i’m dying to see that movie ","1","23","1","0","0"
"my boss is killing me with work","1","23","0","1","0"
"my boss is killing me with work","1","34","1","0","0"
"my student loans are the death of me","2","32","0","1","0"
"i’m dead tired after that shift","2","23","1","0","0"
"i’m dying to see that movie ","2","22","0","0","1"
"my boss is killing me with work","1","26","1","0","0"
"my student loans are the death of me","1","26","1","0","0"
"nobody cares, i could just vanish","9","28","1","0","0"
"i’m drowning in debt and hopelessness","9","21","1","0","0"
"i’m dying to see that movie bruh","0","34","0","0","1"
"my student loans are the death of me","1","25","0","1","0"
"i’m dying to see that movie lit","2","33","0","1","0"
"i’m dying to see that movie bruh","2","29","1","0","0"
"i’m dead tired after that shift","2","25","1","0","0"
"i’m drowning in debt and hopelessness","10","35","1","0","0"
"i feel trapped in this life","10","29","1","0","0"
"i’m dead tired after that shift","0","24","1","0","0"
"i’m dying to see that movie lit","2","24","1","0","0"
"i feel trapped in this life","9","34","0","0","1"
"my student loans are the death of me","2","26","1","0","0"
"i feel trapped in this life","10","32","1","0","0"
"i’m drowning in debt and hopelessness","10","25","0","0","1"
"i’m dead tired after that shift","0","22","1","0","0"
"my student loans are the death of me","1","23","1","0","0"
"my boss is killing me with work","2","31","0","1","0"
"i’m drowning in debt and hopelessness","10","32","0","0","1"
"i’m dead tired after that shift","1","33","0","1","0"
"i’m dead tired after that shift","2","33","0","0","1"
"nobody cares, i could just vanish","10","31","0","1","0"
"i’m dead tired after that shift","2","29","0","1","0"
"my boss is killing me with work","2","34","0","0","1"
"i’m drowning in debt and hopelessness","8","31","0","1","0"
"i’m dying to see that movie ","1","22","0","1","0"
"i’m dying to see that movie vibes","2","20","0","0","1"
"i’m dead tired after that shift","0","24","1","0","0"
"my student loans are the death of me","2","32","0","1","0"
"i’m so lost, what’s the point of this job?","10","32","0","0","1"
"my boss is killing me with work","0","30","1","0","0"
"i’m dead tired after that shift","1","35","1","0","0"
"i’m drowning in debt and hopelessness","8","27","0","1","0"
"my boss is killing me with work","1","35","0","1","0"
"i’m dead tired after that shift","0","30","1","0","0"
"my student loans are the death of me","0","30","1","0","0"
"i’m dying to see that movie ","1","25","0","1","0"
"i’m dying to see that movie bruh","1","26","1","0","0"
"my student loans are the death of me","2","32","0","1","0"
"my student loans are the death of me","2","26","0","1","0"
"my boss is killing me with work","1","25","1","0","0"
"i’m dead tired after that shift","1","25","0","1","0"
"i’m dead tired after that shift","2","23","0","1","0"
"my student loans are the death of me","2","22","0","1","0"
"my student loans are the death of me","0","32","0","1","0"
"my student loans are the death of me","0","29","0","1","0"
"i’m dying to see that movie lit","2","30","0","1","0"
"my boss is killing me with work","0","35","1","0","0"
"my student loans are the death of me","1","26","0","1","0"
"i feel trapped in this life","9","22","0","0","1"
"i feel trapped in this life","9","30","1","0","0"
"my boss is killing me with work","0","21","0","1","0"
"my student loans are the death of me","2","28","0","0","1"
"my boss is killing me with work","0","26","0","1","0"
"my student loans are the death of me","1","33","0","0","1"
"i’m dying to see that movie bruh","0","29","0","1","0"
"i’m dead tired after that shift","2","31","1","0","0"
"my boss is killing me with work","1","35","0","1","0"
"my boss is killing me with work","1","25","0","0","1"
"i’m dying to see that movie bruh","2","26","0","0","1"
"i’m dead tired after that shift","2","28","1","0","0"
"i’m dying to see that movie vibes","0","32","1","0","0"
"my student loans are the death of me","1","25","0","0","1"
"my boss is killing me with work","0","23","0","1","0"
"nobody cares, i could just vanish","10","29","0","1","0"
"i’m dying to see that movie lit","2","31","1","0","0"
"my boss is killing me with work","2","26","0","0","1"
"my boss is killing me with work","1","34","0","1","0"
"my student loans are the death of me","1","24","0","1","0"
"i feel trapped in this life","9","21","1","0","0"
"i’m dying to see that movie bruh","2","31","0","1","0"
"i’m dying to see that movie ","0","28","1","0","0"
"i’m dying to see that movie bruh","1","34","0","0","1"
"my student loans are the death of me","2","20","0","1","0"
"i’m drowning in debt and hopelessness","9","26","0","1","0"
"i’m dying to see that movie bruh","2","28","0","1","0"
"i feel trapped in this life","10","22","1","0","0"
"i’m dying to see that movie vibes","0","35","1","0","0"
"i’m dead tired after that shift","1","28","1","0","0"
"i’m dead tired after that shift","2","35","1","0","0"
"i’m dying to see that movie ","0","28","1","0","0"
"my boss is killing me with work","2","20","1","0","0"
"nobody cares, i could just vanish","10","20","0","1","0"
"nobody cares, i could just vanish","9","34","0","1","0"
"my student loans are the death of me","0","31","1","0","0"
"i’m so lost, what’s the point of this job?","8","23","1","0","0"
"my student loans are the death of me","1","22","0","1","0"
"my boss is killing me with work","0","22","0","1","0"
"i’m dead tired after that shift","0","27","0","1","0"
"nobody cares, i could just vanish","8","30","1","0","0"
"i feel trapped in this life","8","24","1","0","0"
"nobody cares, i could just vanish","9","22","1","0","0"
"my student loans are the death of me","0","24","0","0","1"
"i’m dying to see that movie vibes","2","25","0","0","1"
"i’m so lost, what’s the point of this job?","8","34","0","0","1"
"i’m dead tired after that shift","1","27","0","1","0"
"i’m drowning in debt and hopelessness","10","34","0","0","1"
"my student loans are the death of me","2","27","1","0","0"
"i’m dying to see that movie lit","0","20","1","0","0"
"my boss is killing me with work","2","33","1","0","0"
"i’m dying to see that movie ","2","21","0","1","0"
"i’m dead tired after that shift","2","29","0","1","0"
"i’m dead tired after that shift","0","23","0","1","0"
"i’m dying to see that movie lit","0","21","0","0","1"
"i’m dead tired after that shift","2","32","0","0","1"
"nobody cares, i could just vanish","10","26","0","1","0"
"i feel trapped in this life","10","32","0","0","1"
"my student loans are the death of me","0","28","0","0","1"
"my student loans are the death of me","2","29","0","0","1"
"nobody cares, i could just vanish","9","34","0","1","0"
"i’m so lost, what’s the point of this job?","10","25","0","1","0"
"my boss is killing me with work","2","29","1","0","0"
"i’m dead tired after that shift","2","24","1","0","0"
"my student loans are the death of me","0","26","0","1","0"
"my boss is killing me with work","2","24","0","1","0"
"i’m drowning in debt and hopelessness","10","29","1","0","0"
"i’m so lost, what’s the point of this job?","8","20","0","1","0"
"i feel trapped in this life","8","28","1","0","0"
"my student loans are the death of me","1","32","1","0","0"
"i feel trapped in this life","10","25","0","0","1"
"i’m dying to see that movie lit","0","31","0","0","1"
"nobody cares, i could just vanish","8","22","1","0","0"
"i feel trapped in this life","8","34","0","0","1"
"i’m dead tired after that shift","0","22","1","0","0"
"i’m dying to see that movie ","0","20","0","1","0"
"my boss is killing me with work","1","32","1","0","0"
"my student loans are the death of me","2","27","0","0","1"
"my student loans are the death of me","2","23","1","0","0"
"i’m dead tired after that shift","0","26","0","1","0"
"my student loans are the death of me","0","21","0","0","1"
"nobody cares, i could just vanish","9","20","0","1","0"
"i’m dying to see that movie ","2","35","0","1","0"
"my student loans are the death of me","2","27","1","0","0"
"my student loans are the death of me","0","25","1","0","0"
"nobody cares, i could just vanish","10","25","0","1","0"
"i’m dying to see that movie lit","1","30","1","0","0"
"my boss is killing me with work","0","32","0","0","1"
"my boss is killing me with work","1","25","0","0","1"
"i’m dying to see that movie ","1","22","0","0","1"
"my student loans are the death of me","0","26","1","0","0"
"my student loans are the death of me","2","25","0","1","0"
"my boss is killing me with work","0","35","0","0","1"
"my student loans are the death of me","2","23","1","0","0"
"my student loans are the death of me","0","23","0","0","1"
"i’m dead tired after that shift","1","21","1","0","0"
"my boss is killing me with work","1","23","0","1","0"
"my boss is killing me with work","1","26","0","1","0"
"my boss is killing me with work","0","22","1","0","0"
"i’m drowning in debt and hopelessness","8","22","0","0","1"
"i’m drowning in debt and hopelessness","10","33","1","0","0"
"i’m dying to see that movie lit","2","27","0","0","1"
"my student loans are the death of me","2","35","1","0","0"
"my student loans are the death of me","0","29","1","0","0"
"i’m dying to see that movie bruh","2","25","0","1","0"
"i’m dying to see that movie ","2","24","0","0","1"
"my student loans are the death of me","2","33","1","0","0"
"i’m dying to see that movie vibes","0","22","1","0","0"
"i feel trapped in this life","9","30","1","0","0"
"i’m drowning in debt and hopelessness","10","28","1","0","0"
"my student loans are the death of me","1","35","0","1","0"
"my student loans are the death of me","0","30","1","0","0"
"i’m dead tired after that shift","0","27","0","0","1"
"i’m dying to see that movie vibes","0","28","0","1","0"
"i’m drowning in debt and hopelessness","10","34","0","1","0"
"my boss is killing me with work","2","34","0","1","0"
"i’m dead tired after that shift","2","26","0","1","0"
"nobody cares, i could just vanish","9","23","0","1","0"
"my student loans are the death of me","2","32","0","1","0"
"my student loans are the death of me","2","28","0","1","0"
"my student loans are the death of me","0","22","0","1","0"
"my student loans are the death of me","2","29","0","1","0"
"i’m dying to see that movie lit","1","26","0","1","0"
"i’m so lost, what’s the point of this job?","9","21","1","0","0"
"my student loans are the death of me","2","21","0","1","0"
"my boss is killing me with work","1","29","0","0","1"
"i’m dying to see that movie bruh","1","27","1","0","0"
"i feel trapped in this life","8","35","1","0","0"
"nobody cares, i could just vanish","10","21","0","1","0"
"i’m dying to see that movie lit","0","28","0","1","0"
"i’m so lost, what’s the point of this job?","9","31","0","1","0"
"i’m dead tired after that shift","1","28","0","1","0"
"i’m dying to see that movie bruh","0","28","1","0","0"
"nobody cares, i could just vanish","10","33","0","0","1"
"my student loans are the death of me","2","21","1","0","0"
"i feel trapped in this life","10","33","1","0","0"
"i’m so lost, what’s the point of this job?","10","31","1","0","0"
"i’m dying to see that movie vibes","0","25","0","0","1"
"i feel trapped in this life","9","24","0","0","1"
"i’m dying to see that movie bruh","1","25","0","1","0"
"i feel trapped in this life","8","23","1","0","0"
"i feel trapped in this life","10","22","1","0","0"
"my student loans are the death of me","2","32","0","1","0"
"i feel trapped in this life","10","34","0","1","0"
"i’m dying to see that movie ","0","22","0","1","0"
"i’m so lost, what’s the point of this job?","9","34","0","1","0"
"i’m dead tired after that shift","0","26","1","0","0"
"i’m dying to see that movie ","1","24","1","0","0"
"my student loans are the death of me","1","22","0","1","0"
"my student loans are the death of me","2","22","1","0","0"
"i’m drowning in debt and hopelessness","10","31","0","1","0"
"nobody cares, i could just vanish","10","35","1","0","0"
"i’m drowning in debt and hopelessness","9","26","0","1","0"
"i’m dying to see that movie vibes","1","30","1","0","0"
"my boss is killing me with work","2","29","0","1","0"
"my boss is killing me with work","0","21","1","0","0"
"i’m dead tired after that shift","0","28","0","1","0"
"i’m dead tired after that shift","1","28","0","1","0"
"nobody cares, i could just vanish","8","33","0","1","0"
"i’m drowning in debt and hopelessness","8","30","1","0","0"
"my boss is killing me with work","0","20","0","1","0"
"my student loans are the death of me","0","26","1","0","0"
"i’m dead tired after that shift","1","34","0","0","1"
"i’m dying to see that movie bruh","1","33","1","0","0"
"i feel trapped in this life","10","33","0","1","0"
"i’m dead tired after that shift","1","32","0","1","0"
"i’m drowning in debt and hopelessness","8","22","0","1","0"
"my student loans are the death of me","2","26","0","1","0"
"my boss is killing me with work","0","21","0","1","0"
"my student loans are the death of me","2","28","0","1","0"
"i’m dead tired after that shift","2","32","1","0","0"
"i’m dead tired after that shift","1","26","1","0","0"
"my boss is killing me with work","1","30","1","0","0"
"my boss is killing me with work","0","29","1","0","0"
"i’m so lost, what’s the point of this job?","8","34","0","1","0"
"i’m dying to see that movie ","2","26","1","0","0"
"i’m so lost, what’s the point of this job?","10","34","0","0","1"
"i’m dying to see that movie ","1","22","1","0","0"
"my boss is killing me with work","0","23","0","1","0"
"my student loans are the death of me","1","24","1","0","0"
"my boss is killing me with work","0","29","1","0","0"
"i feel trapped in this life","10","30","0","1","0"
"my boss is killing me with work","2","31","1","0","0"
"my student loans are the death of me","0","22","0","1","0"
"i feel trapped in this life","8","21","0","1","0"
"my student loans are the death of me","1","20","1","0","0"
"nobody cares, i could just vanish","10","28","0","1","0"
"i’m dead tired after that shift","2","29","0","1","0"
"i’m dying to see that movie lit","1","28","0","1","0"
"i feel trapped in this life","8","34","1","0","0"
"my boss is killing me with work","2","30","0","0","1"
"i’m drowning in debt and hopelessness","9","21","1","0","0"
"i’m dead tired after that shift","1","27","1","0","0"
"my boss is killing me with work","0","32","0","1","0"
"i’m dead tired after that shift","0","33","0","0","1"
"my boss is killing me with work","0","21","0","1","0"
"my student loans are the death of me","1","29","0","1","0"
"nobody cares, i could just vanish","9","22","0","1","0"
"i’m dead tired after that shift","2","27","0","1","0"
"i’m so lost, what’s the point of this job?","10","24","0","0","1"
"i’m dead tired after that shift","1","24","1","0","0"
"my boss is killing me with work","2","30","0","1","0"
"my student loans are the death of me","1","27","0","1","0"
"i feel trapped in this life","10","29","1","0","0"
"i’m dying to see that movie ","0","28","1","0","0"
"i’m dying to see that movie vibes","2","21","0","0","1"
"i feel trapped in this life","9","20","0","0","1"
"i’m dead tired after that shift","0","21","1","0","0"
"i’m dying to see that movie vibes","2","23","1","0","0"
"my student loans are the death of me","1","29","1","0","0"
"my boss is killing me with work","0","26","0","1","0"
"i’m dead tired after that shift","0","21","1","0","0"
"i’m dying to see that movie vibes","0","25","1","0","0"
"i’m dying to see that movie ","1","20","1","0","0"
"my boss is killing me with work","0","31","0","1","0"
"i’m dead tired after that shift","1","23","1","0","0"
"i’m drowning in debt and hopelessness","10","34","1","0","0"
"my student loans are the death of me","2","25","1","0","0"
"my boss is killing me with work","1","32","0","1","0"
"i’m drowning in debt and hopelessness","9","30","0","0","1"
"i’m dead tired after that shift","0","30","1","0","0"
"i’m dead tired after that shift","1","29","0","0","1"
"i’m dead tired after that shift","0","23","1","0","0"
"nobody cares, i could just vanish","10","23","0","1","0"
"i feel trapped in this life","8","23","0","0","1"
"i’m so lost, what’s the point of this job?","8","31","0","1","0"
"i’m so lost, what’s the point of this job?","10","22","0","1","0"
"i’m dying to see that movie lit","0","29","0","1","0"
"i’m dead tired after that shift","0","31","1","0","0"
"my boss is killing me with work","1","23","0","0","1"
"i’m drowning in debt and hopelessness","10","29","0","0","1"
"my student loans are the death of me","2","27","1","0","0"
"my student loans are the death of me","2","31","1","0","0"
"my boss is killing me with work","1","24","1","0","0"
"my student loans are the death of me","1","32","1","0","0"
"my boss is killing me with work","2","24","0","1","0"
"i’m dying to see that movie vibes","2","27","1","0","0"
"my boss is killing me with work","1","21","0","0","1"
"i’m so lost, what’s the point of this job?","8","33","0","0","1"
"i feel trapped in this life","8","22","0","1","0"
"my student loans are the death of me","1","21","0","0","1"
"my boss is killing me with work","0","28","0","1","0"
"my boss is killing me with work","1","23","0","1","0"
"i’m dead tired after that shift","2","20","1","0","0"
"my boss is killing me with work","2","25","0","0","1"
"my boss is killing me with work","1","34","0","1","0"
"nobody cares, i could just vanish","9","31","1","0","0"
"i feel trapped in this life","8","25","0","0","1"
"i’m dead tired after that shift","1","27","0","1","0"
"i’m so lost, what’s the point of this job?","9","24","1","0","0"
"i’m so lost, what’s the point of this job?","8","27","0","0","1"
"my student loans are the death of me","2","35","0","0","1"
"my boss is killing me with work","2","33","0","1","0"
"i’m dying to see that movie ","1","31","0","0","1"
"my boss is killing me with work","1","33","0","0","1"
"my boss is killing me with work","1","29","0","0","1"
"i’m drowning in debt and hopelessness","10","28","0","0","1"
"i’m dying to see that movie lit","1","31","1","0","0"
"i’m dead tired after that shift","2","23","0","0","1"
"my student loans are the death of me","0","23","1","0","0"
"i’m dying to see that movie lit","1","31","0","1","0"
"my boss is killing me with work","1","33","1","0","0"
"i’m dying to see that movie vibes","0","34","1","0","0"
"i feel trapped in this life","9","28","0","1","0"
"i’m so lost, what’s the point of this job?","10","28","0","0","1"
"i’m dead tired after that shift","1","22","1","0","0"
"i’m so lost, what’s the point of this job?","9","22","0","0","1"
"my boss is killing me with work","0","31","0","1","0"
"my boss is killing me with work","0","26","0","1","0"
"my boss is killing me with work","1","30","0","1","0"
"i’m dead tired after that shift","1","34","1","0","0"
"i’m drowning in debt and hopelessness","9","24","0","1","0"
"i’m dying to see that movie ","2","33","0","1","0"
"nobody cares, i could just vanish","8","35","0","1","0"
"i’m dying to see that movie bruh","0","29","0","0","1"
"i’m dying to see that movie vibes","1","22","0","1","0"
"i’m dying to see that movie lit","2","30","0","1","0"
"my boss is killing me with work","1","21","0","1","0"
"my boss is killing me with work","1","24","0","1","0"
"my boss is killing me with work","2","31","1","0","0"
"my boss is killing me with work","0","33","1","0","0"
"my boss is killing me with work","2","25","0","1","0"
"i’m so lost, what’s the point of this job?","8","32","0","0","1"
"my boss is killing me with work","1","26","1","0","0"
"i’m so lost, what’s the point of this job?","10","35","1","0","0"
"nobody cares, i could just vanish","10","29","1","0","0"
"i’m dying to see that movie vibes","1","25","0","1","0"
"i’m drowning in debt and hopelessness","10","20","1","0","0"
"my student loans are the death of me","2","28","1","0","0"
"my student loans are the death of me","0","34","0","1","0"
"i’m drowning in debt and hopelessness","10","25","0","1","0"
"my student loans are the death of me","0","26","0","0","1"
"i’m so lost, what’s the point of this job?","9","32","1","0","0"
"i’m drowning in debt and hopelessness","10","32","0","1","0"
"i’m drowning in debt and hopelessness","9","30","1","0","0"
"my student loans are the death of me","2","32","0","1","0"
"my boss is killing me with work","0","21","0","0","1"
"i’m drowning in debt and hopelessness","9","31","0","1","0"
"my student loans are the death of me","2","25","0","0","1"
"nobody cares, i could just vanish","10","31","0","1","0"
"i’m dead tired after that shift","2","26","1","0","0"
"my student loans are the death of me","0","28","1","0","0"
"i’m drowning in debt and hopelessness","9","25","0","1","0"
"i’m dying to see that movie lit","0","31","0","0","1"
"i’m drowning in debt and hopelessness","8","25","0","1","0"
"i’m so lost, what’s the point of this job?","9","24","1","0","0"
"i’m dead tired after that shift","0","24","0","1","0"
"i’m dead tired after that shift","0","27","0","0","1"
"i’m so lost, what’s the point of this job?","9","28","0","0","1"
"my student loans are the death of me","0","26","1","0","0"
"my boss is killing me with work","2","29","1","0","0"
"i’m dead tired after that shift","0","20","0","0","1"
"i feel trapped in this life","9","29","0","1","0"
"i’m so lost, what’s the point of this job?","10","20","0","1","0"
"my student loans are the death of me","1","29","0","1","0"
"i’m dying to see that movie bruh","0","31","0","1","0"
"my student loans are the death of me","2","34","0","1","0"
"i’m drowning in debt and hopelessness","8","25","1","0","0"
"my boss is killing me with work","0","23","1","0","0"
"i’m so lost, what’s the point of this job?","8","25","0","0","1"
"my student loans are the death of me","2","34","1","0","0"
"i’m dying to see that movie ","1","34","0","0","1"
"i feel trapped in this life","9","22","1","0","0"
"i’m dead tired after that shift","1","22","0","1","0"
"my student loans are the death of me","2","22","0","1","0"
"i’m dead tired after that shift","1","35","0","1","0"
"i’m dead tired after that shift","2","20","0","1","0"
"i’m drowning in debt and hopelessness","10","20","1","0","0"
"my student loans are the death of me","1","26","0","0","1"
"my boss is killing me with work","1","30","0","1","0"
"nobody cares, i could just vanish","8","34","0","1","0"
"my boss is killing me with work","2","25","1","0","0"
"i’m so lost, what’s the point of this job?","10","34","1","0","0"
"i’m dead tired after that shift","0","21","0","1","0"
"i’m dead tired after that shift","2","31","1","0","0"
"my student loans are the death of me","0","34","0","1","0"
"i’m so lost, what’s the point of this job?","8","21","0","1","0"
"i feel trapped in this life","8","24","1","0","0"
"my boss is killing me with work","0","20","0","1","0"
"my student loans are the death of me","1","32","0","1","0"
"my student loans are the death of me","1","32","1","0","0"
"i’m dead tired after that shift","0","34","0","1","0"
"i’m dead tired after that shift","0","28","1","0","0"
"my boss is killing me with work","2","29","0","1","0"
"my student loans are the death of me","1","34","1","0","0"
"i’m dying to see that movie lit","1","24","0","1","0"
"i’m so lost, what’s the point of this job?","10","24","1","0","0"
"i’m drowning in debt and hopelessness","10","28","0","1","0"
"i’m dying to see that movie lit","1","27","0","1","0"
"i’m dying to see that movie lit","0","21","0","1","0"
"i’m dead tired after that shift","2","32","0","0","1"
"my boss is killing me with work","1","22","0","0","1"
"nobody cares, i could just vanish","9","34","0","0","1"
"my boss is killing me with work","2","27","0","0","1"
"i’m dead tired after that shift","0","23","0","1","0"
"i’m dying to see that movie vibes","1","33","0","0","1"
"i feel trapped in this life","10","28","0","0","1"
"my student loans are the death of me","2","20","1","0","0"
"i’m dead tired after that shift","2","23","0","0","1"
"i’m dead tired after that shift","1","23","0","1","0"
"i’m dying to see that movie bruh","1","32","1","0","0"
"i’m dying to see that movie ","1","33","1","0","0"
"my boss is killing me with work","0","26","0","1","0"
"i’m dead tired after that shift","1","20","0","1","0"
"i feel trapped in this life","9","34","0","0","1"
"my student loans are the death of me","2","31","0","0","1"
"i feel trapped in this life","9","28","0","0","1"
"i’m dead tired after that shift","1","27","1","0","0"
"i’m so lost, what’s the point of this job?","9","31","0","0","1"
"i’m so lost, what’s the point of this job?","8","31","1","0","0"
"i’m dead tired after that shift","2","33","0","1","0"
"my student loans are the death of me","0","24","0","0","1"
"i’m dead tired after that shift","2","22","0","1","0"
"my boss is killing me with work","2","26","0","1","0"
"i’m dead tired after that shift","2","29","0","0","1"
"i’m dead tired after that shift","0","27","1","0","0"
"i’m drowning in debt and hopelessness","8","24","1","0","0"
"i’m drowning in debt and hopelessness","10","30","0","1","0"
"i’m dead tired after that shift","2","20","1","0","0"
"i’m dying to see that movie vibes","0","22","0","0","1"
"i’m so lost, what’s the point of this job?","8","34","1","0","0"
"i feel trapped in this life","9","20","0","0","1"
"i feel trapped in this life","8","33","0","1","0"
"my student loans are the death of me","2","28","0","0","1"
"i’m drowning in debt and hopelessness","9","29","0","1","0"
"my boss is killing me with work","2","28","0","1","0"
"i’m drowning in debt and hopelessness","8","29","0","1","0"
"i’m so lost, what’s the point of this job?","8","21","0","1","0"
"my boss is killing me with work","1","20","1","0","0"
"my student loans are the death of me","2","24","1","0","0"
"my student loans are the death of me","0","32","0","0","1"
"i’m dead tired after that shift","1","31","0","1","0"
"i feel trapped in this life","9","32","1","0","0"
"i’m dying to see that movie bruh","1","28","1","0","0"
"i’m dead tired after that shift","1","24","0","1","0"
"my boss is killing me with work","2","26","0","0","1"
"i’m dying to see that movie lit","1","33","0","0","1"
"i’m so lost, what’s the point of this job?","8","33","0","0","1"
"i feel trapped in this life","8","24","1","0","0"
"my boss is killing me with work","1","30","0","1","0"
"my boss is killing me with work","1","23","0","1","0"
"i’m dead tired after that shift","2","27","0","1","0"
"my boss is killing me with work","0","27","0","0","1"
"i’m dead tired after that shift","2","27","0","1","0"
"i’m so lost, what’s the point of this job?","10","21","0","1","0"
"i’m so lost, what’s the point of this job?","8","34","0","0","1"
"my student loans are the death of me","1","26","1","0","0"
"i’m dying to see that movie bruh","1","25","0","1","0"
"my student loans are the death of me","2","34","0","1","0"
"i’m dead tired after that shift","0","34","0","1","0"
"i’m drowning in debt and hopelessness","8","22","0","1","0"
"i’m dying to see that movie lit","0","21","0","1","0"
"i’m so lost, what’s the point of this job?","10","25","1","0","0"
"my boss is killing me with work","1","26","0","0","1"
"nobody cares, i could just vanish","9","32","0","1","0"
"i’m drowning in debt and hopelessness","10","20","0","1","0"
"i’m dead tired after that shift","1","34","1","0","0"
"i feel trapped in this life","10","35","1","0","0"
"my boss is killing me with work","0","32","0","0","1"
"my boss is killing me with work","0","29","1","0","0"
"i’m dead tired after that shift","1","35","1","0","0"
"i’m drowning in debt and hopelessness","8","33","1","0","0"
"i’m so lost, what’s the point of this job?","9","23","0","1","0"
"i’m dead tired after that shift","1","33","0","1","0"
"i feel trapped in this life","10","20","0","0","1"
"my student loans are the death of me","2","21","0","1","0"
"i feel trapped in this life","9","22","1","0","0"
"my boss is killing me with work","2","27","0","1","0"
